production_id,shipment_batch_id,company_id,company_name,label_code,season,gender,fabric,garment_type,color,garment_units,production_start_date,production_complete_date,production_due_date,production_duration_days,due_buffer_days,is_late,line_or_machine,risk_stage,scenario_tag
PRD-00142,SHP-202403-01,1,옷감사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,40820,2024-01-31,2024-02-14,2024-03-08,14,23,N,fabric-line-5,normal,smooth
PRD-00143,SHP-202403-01,2,케어라벨사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,40820,2024-02-07,2024-02-14,2024-03-08,7,23,N,label-line-6,normal,smooth
PRD-00144,SHP-202403-01,3,지퍼단추사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,40820,2024-02-08,2024-02-16,2024-03-08,8,21,N,zipper-line-1,normal,smooth
PRD-00145,SHP-202403-02,1,옷감사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,35319,2024-02-09,2024-02-20,2024-03-18,11,27,N,fabric-line-2,normal,smooth
PRD-00146,SHP-202403-02,2,케어라벨사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,35319,2024-02-16,2024-02-21,2024-03-18,5,26,N,label-line-3,normal,smooth
PRD-00147,SHP-202403-02,3,지퍼단추사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,35319,2024-02-16,2024-02-25,2024-03-18,9,22,N,zipper-line-4,normal,smooth
PRD-00148,SHP-202403-03,1,옷감사,W2WPM10GY,겨울,여성,울,코트,그레이,39392,2024-02-20,2024-03-04,2024-03-27,13,23,N,fabric-line-5,normal,smooth
PRD-00149,SHP-202403-03,2,케어라벨사,W2WPM10GY,겨울,여성,울,코트,그레이,39392,2024-02-18,2024-02-25,2024-03-27,7,31,N,label-line-6,normal,smooth
PRD-00150,SHP-202403-03,3,지퍼단추사,W2WPM10GY,겨울,여성,울,코트,그레이,39392,2024-02-27,2024-03-07,2024-03-27,9,20,N,zipper-line-1,normal,smooth
PRD-00151,SHP-202404-01,1,옷감사,W2WTO11BK,가을,여성,트윌,아우터,블랙,40231,2024-03-05,2024-03-17,2024-04-08,12,22,N,fabric-line-2,normal,smooth
PRD-00152,SHP-202404-01,2,케어라벨사,W2WTO11BK,가을,여성,트윌,아우터,블랙,40231,2024-03-11,2024-03-15,2024-04-08,4,24,N,label-line-3,normal,smooth
PRD-00153,SHP-202404-01,3,지퍼단추사,W2WTO11BK,가을,여성,트윌,아우터,블랙,40231,2024-02-29,2024-03-09,2024-04-08,9,30,N,zipper-line-4,normal,smooth
PRD-00154,SHP-202404-02,1,옷감사,W2MTC08RD,여름,여성,면,티셔츠,레드,33985,2024-03-14,2024-03-27,2024-04-18,13,22,N,fabric-line-5,normal,smooth
PRD-00155,SHP-202404-02,2,케어라벨사,W2MTC08RD,여름,여성,면,티셔츠,레드,33985,2024-03-22,2024-03-28,2024-04-18,6,21,N,label-line-6,normal,smooth
PRD-00156,SHP-202404-02,3,지퍼단추사,W2MTC08RD,여름,여성,면,티셔츠,레드,33985,2024-03-09,2024-03-18,2024-04-18,9,31,N,zipper-line-1,normal,smooth
PRD-00157,SHP-202404-03,1,옷감사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,34576,2024-03-20,2024-04-01,2024-04-27,12,26,N,fabric-line-2,normal,smooth
PRD-00158,SHP-202404-03,2,케어라벨사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,34576,2024-03-31,2024-04-04,2024-04-27,4,23,N,label-line-3,normal,smooth
PRD-00159,SHP-202404-03,3,지퍼단추사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,34576,2024-03-23,2024-03-29,2024-04-27,6,29,N,zipper-line-4,normal,smooth
PRD-00160,SHP-202405-01,1,옷감사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,36319,2024-03-28,2024-04-11,2024-05-07,14,26,N,fabric-line-5,normal,smooth
PRD-00161,SHP-202405-01,2,케어라벨사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,36319,2024-04-05,2024-04-11,2024-05-07,6,26,N,label-line-6,normal,smooth
PRD-00162,SHP-202405-01,3,지퍼단추사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,36319,2024-04-08,2024-04-14,2024-05-07,6,23,N,zipper-line-1,normal,smooth
PRD-00163,SHP-202405-02,1,옷감사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,41695,2024-04-12,2024-04-25,2024-05-15,13,20,N,fabric-line-2,normal,smooth
PRD-00164,SHP-202405-02,2,케어라벨사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,41695,2024-04-11,2024-04-18,2024-05-15,7,27,N,label-line-3,normal,smooth
PRD-00165,SHP-202405-02,3,지퍼단추사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,41695,2024-04-12,2024-04-20,2024-05-15,8,25,N,zipper-line-4,normal,smooth
PRD-00166,SHP-202405-03,1,옷감사,W2WPM10GY,겨울,여성,울,코트,그레이,38688,2024-04-14,2024-04-27,2024-05-23,13,26,N,fabric-line-5,normal,smooth
PRD-00167,SHP-202405-03,2,케어라벨사,W2WPM10GY,겨울,여성,울,코트,그레이,38688,2024-04-22,2024-04-28,2024-05-23,6,25,N,label-line-6,normal,smooth
PRD-00168,SHP-202405-03,3,지퍼단추사,W2WPM10GY,겨울,여성,울,코트,그레이,38688,2024-04-26,2024-05-02,2024-05-23,6,21,N,zipper-line-1,normal,smooth
PRD-00169,SHP-202405-04,1,옷감사,W3MJW01NV,겨울,남성,울,재킷,네이비,37011,2024-04-17,2024-04-28,2024-05-28,11,30,N,fabric-line-2,normal,smooth
PRD-00170,SHP-202405-04,2,케어라벨사,W3MJW01NV,겨울,남성,울,재킷,네이비,37011,2024-04-22,2024-04-28,2024-05-28,6,30,N,label-line-3,normal,smooth
PRD-00171,SHP-202405-04,3,지퍼단추사,W3MJW01NV,겨울,남성,울,재킷,네이비,37011,2024-04-22,2024-05-01,2024-05-28,9,27,N,zipper-line-4,normal,smooth
PRD-00172,SHP-202406-01,1,옷감사,W2MTC08RD,여름,여성,면,티셔츠,레드,38917,2024-04-25,2024-05-09,2024-06-08,14,30,N,fabric-line-5,normal,smooth
PRD-00173,SHP-202406-01,2,케어라벨사,W2MTC08RD,여름,여성,면,티셔츠,레드,38917,2024-05-04,2024-05-08,2024-06-08,4,31,N,label-line-6,normal,smooth
PRD-00174,SHP-202406-01,3,지퍼단추사,W2MTC08RD,여름,여성,면,티셔츠,레드,38917,2024-05-15,2024-05-21,2024-06-08,6,18,N,zipper-line-1,normal,smooth
PRD-00175,SHP-202406-02,1,옷감사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,41760,2024-05-12,2024-05-24,2024-06-18,12,25,N,fabric-line-2,normal,smooth
PRD-00176,SHP-202406-02,2,케어라벨사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,41760,2024-05-20,2024-05-24,2024-06-18,4,25,N,label-line-3,normal,smooth
PRD-00177,SHP-202406-02,3,지퍼단추사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,41760,2024-05-18,2024-05-26,2024-06-18,8,23,N,zipper-line-4,normal,smooth
PRD-00178,SHP-202406-03,1,옷감사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,47250,2024-05-20,2024-06-01,2024-06-27,12,26,N,fabric-line-5,normal,smooth
PRD-00179,SHP-202406-03,2,케어라벨사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,47250,2024-05-26,2024-06-02,2024-06-27,7,25,N,label-line-6,normal,smooth
PRD-00180,SHP-202406-03,3,지퍼단추사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,47250,2024-05-19,2024-05-28,2024-06-27,9,30,N,zipper-line-1,normal,smooth
PRD-00181,SHP-202407-01,1,옷감사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,44339,2024-05-28,2024-06-09,2024-07-08,12,29,N,fabric-line-2,normal,smooth
PRD-00182,SHP-202407-01,2,케어라벨사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,44339,2024-06-10,2024-06-16,2024-07-08,6,22,N,label-line-3,normal,smooth
PRD-00183,SHP-202407-01,3,지퍼단추사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,44339,2024-06-05,2024-06-14,2024-07-08,9,24,N,zipper-line-4,normal,smooth
PRD-00184,SHP-202407-02,1,옷감사,W2WPM10GY,겨울,여성,울,코트,그레이,39606,2024-06-17,2024-06-28,2024-07-18,11,20,N,fabric-line-5,normal,smooth
PRD-00185,SHP-202407-02,2,케어라벨사,W2WPM10GY,겨울,여성,울,코트,그레이,39606,2024-06-11,2024-06-17,2024-07-18,6,31,N,label-line-6,normal,smooth
PRD-00186,SHP-202407-02,3,지퍼단추사,W2WPM10GY,겨울,여성,울,코트,그레이,39606,2024-06-19,2024-06-27,2024-07-18,8,21,N,zipper-line-1,normal,smooth
PRD-00187,SHP-202407-03,1,옷감사,W3MJW01NV,겨울,남성,울,재킷,네이비,41746,2024-06-20,2024-07-01,2024-07-27,11,26,N,fabric-line-2,normal,smooth
PRD-00188,SHP-202407-03,2,케어라벨사,W3MJW01NV,겨울,남성,울,재킷,네이비,41746,2024-06-29,2024-07-03,2024-07-27,4,24,N,label-line-3,normal,smooth
PRD-00189,SHP-202407-03,3,지퍼단추사,W3MJW01NV,겨울,남성,울,재킷,네이비,41746,2024-06-25,2024-07-03,2024-07-27,8,24,N,zipper-line-4,normal,smooth
PRD-00190,SHP-202408-01,1,옷감사,W2MTC08RD,여름,여성,면,티셔츠,레드,32515,2024-06-23,2024-07-07,2024-08-07,14,31,N,fabric-line-5,normal,smooth
PRD-00191,SHP-202408-01,2,케어라벨사,W2MTC08RD,여름,여성,면,티셔츠,레드,32515,2024-07-09,2024-07-13,2024-08-07,4,25,N,label-line-6,normal,smooth
PRD-00192,SHP-202408-01,3,지퍼단추사,W2MTC08RD,여름,여성,면,티셔츠,레드,32515,2024-07-04,2024-07-11,2024-08-07,7,27,N,zipper-line-1,normal,smooth
PRD-00193,SHP-202408-02,1,옷감사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,30958,2024-07-07,2024-07-18,2024-08-15,11,28,N,fabric-line-2,normal,smooth
PRD-00194,SHP-202408-02,2,케어라벨사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,30958,2024-07-09,2024-07-15,2024-08-15,6,31,N,label-line-3,normal,smooth
PRD-00195,SHP-202408-02,3,지퍼단추사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,30958,2024-07-18,2024-07-24,2024-08-15,6,22,N,zipper-line-4,normal,smooth
PRD-00196,SHP-202408-03,1,옷감사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,34634,2024-07-20,2024-08-02,2024-08-23,13,21,N,fabric-line-5,normal,smooth
PRD-00197,SHP-202408-03,2,케어라벨사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,34634,2024-07-26,2024-08-01,2024-08-23,6,22,N,label-line-6,normal,smooth
PRD-00198,SHP-202408-03,3,지퍼단추사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,34634,2024-07-17,2024-07-25,2024-08-23,8,29,N,zipper-line-1,normal,smooth
PRD-00199,SHP-202408-04,1,옷감사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,37234,2024-07-21,2024-08-03,2024-08-28,13,25,N,fabric-line-2,normal,smooth
PRD-00200,SHP-202408-04,2,케어라벨사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,37234,2024-07-27,2024-08-01,2024-08-28,5,27,N,label-line-3,normal,smooth
PRD-00201,SHP-202408-04,3,지퍼단추사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,37234,2024-08-01,2024-08-09,2024-08-28,8,19,N,zipper-line-4,normal,smooth
PRD-00202,SHP-202409-01,1,옷감사,W2WPM10GY,겨울,여성,울,코트,그레이,35779,2024-07-28,2024-08-09,2024-09-08,12,30,N,fabric-line-5,normal,smooth
PRD-00203,SHP-202409-01,2,케어라벨사,W2WPM10GY,겨울,여성,울,코트,그레이,35779,2024-08-08,2024-08-12,2024-09-08,4,27,N,label-line-6,normal,smooth
PRD-00204,SHP-202409-01,3,지퍼단추사,W2WPM10GY,겨울,여성,울,코트,그레이,35779,2024-08-13,2024-08-20,2024-09-08,7,19,N,zipper-line-1,normal,smooth
PRD-00205,SHP-202409-02,1,옷감사,W3MJW01NV,겨울,남성,울,재킷,네이비,33968,2024-08-04,2024-08-18,2024-09-18,14,31,N,fabric-line-2,normal,smooth
PRD-00206,SHP-202409-02,2,케어라벨사,W3MJW01NV,겨울,남성,울,재킷,네이비,33968,2024-08-16,2024-08-22,2024-09-18,6,27,N,label-line-3,normal,smooth
PRD-00207,SHP-202409-02,3,지퍼단추사,W3MJW01NV,겨울,남성,울,재킷,네이비,33968,2024-08-19,2024-08-26,2024-09-18,7,23,N,zipper-line-4,normal,smooth
PRD-00208,SHP-202409-03,1,옷감사,W2WTO11BK,가을,여성,트윌,아우터,블랙,34666,2024-08-14,2024-08-28,2024-09-27,14,30,N,fabric-line-5,normal,smooth
PRD-00209,SHP-202409-03,2,케어라벨사,W2WTO11BK,가을,여성,트윌,아우터,블랙,34666,2024-08-31,2024-09-05,2024-09-27,5,22,N,label-line-6,normal,smooth
PRD-00210,SHP-202409-03,3,지퍼단추사,W2WTO11BK,가을,여성,트윌,아우터,블랙,34666,2024-08-25,2024-09-01,2024-09-27,7,26,N,zipper-line-1,normal,smooth
PRD-00211,SHP-202410-01,1,옷감사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,45568,2024-08-25,2024-09-07,2024-10-08,13,31,N,fabric-line-2,normal,smooth
PRD-00212,SHP-202410-01,2,케어라벨사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,45568,2024-09-05,2024-09-11,2024-10-08,6,27,N,label-line-3,normal,smooth
PRD-00213,SHP-202410-01,3,지퍼단추사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,45568,2024-08-31,2024-09-09,2024-10-08,9,29,N,zipper-line-4,normal,smooth
PRD-00214,SHP-202410-02,1,옷감사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,42614,2024-09-19,2024-09-30,2024-10-18,11,18,N,fabric-line-5,normal,smooth
PRD-00215,SHP-202410-02,2,케어라벨사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,42614,2024-09-13,2024-09-18,2024-10-18,5,30,N,label-line-6,normal,smooth
PRD-00216,SHP-202410-02,3,지퍼단추사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,42614,2024-09-12,2024-09-18,2024-10-18,6,30,N,zipper-line-1,normal,smooth
PRD-00217,SHP-202410-03,1,옷감사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,40772,2024-09-26,2024-10-09,2024-10-27,13,18,N,fabric-line-2,normal,smooth
PRD-00218,SHP-202410-03,2,케어라벨사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,40772,2024-09-24,2024-09-28,2024-10-27,4,29,N,label-line-3,normal,smooth
PRD-00219,SHP-202410-03,3,지퍼단추사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,40772,2024-09-22,2024-09-30,2024-10-27,8,27,N,zipper-line-4,normal,smooth
PRD-00220,SHP-202411-01,1,옷감사,W2WPM10GY,겨울,여성,울,코트,그레이,43352,2024-09-27,2024-10-11,2024-11-07,14,27,N,fabric-line-5,normal,smooth
PRD-00221,SHP-202411-01,2,케어라벨사,W2WPM10GY,겨울,여성,울,코트,그레이,43352,2024-10-10,2024-10-14,2024-11-07,4,24,N,label-line-6,normal,smooth
PRD-00222,SHP-202411-01,3,지퍼단추사,W2WPM10GY,겨울,여성,울,코트,그레이,43352,2024-10-07,2024-10-15,2024-11-07,8,23,N,zipper-line-1,normal,smooth
PRD-00223,SHP-202411-02,1,옷감사,W3MJW01NV,겨울,남성,울,재킷,네이비,42731,2024-10-09,2024-10-22,2024-11-15,13,24,N,fabric-line-2,normal,smooth
PRD-00224,SHP-202411-02,2,케어라벨사,W3MJW01NV,겨울,남성,울,재킷,네이비,42731,2024-10-14,2024-10-20,2024-11-15,6,26,N,label-line-3,normal,smooth
PRD-00225,SHP-202411-02,3,지퍼단추사,W3MJW01NV,겨울,남성,울,재킷,네이비,42731,2024-10-12,2024-10-18,2024-11-15,6,28,N,zipper-line-4,normal,smooth
PRD-00226,SHP-202411-03,1,옷감사,W2WTO11BK,가을,여성,트윌,아우터,블랙,39439,2024-10-15,2024-10-26,2024-11-23,11,28,N,fabric-line-5,normal,smooth
PRD-00227,SHP-202411-03,2,케어라벨사,W2WTO11BK,가을,여성,트윌,아우터,블랙,39439,2024-10-20,2024-10-27,2024-11-23,7,27,N,label-line-6,normal,smooth
PRD-00228,SHP-202411-03,3,지퍼단추사,W2WTO11BK,가을,여성,트윌,아우터,블랙,39439,2024-10-17,2024-10-24,2024-11-23,7,30,N,zipper-line-1,normal,smooth
PRD-00229,SHP-202411-04,1,옷감사,W2MTC08RD,여름,여성,면,티셔츠,레드,35593,2024-10-28,2024-11-08,2024-11-28,11,20,N,fabric-line-2,normal,smooth
PRD-00230,SHP-202411-04,2,케어라벨사,W2MTC08RD,여름,여성,면,티셔츠,레드,35593,2024-11-03,2024-11-09,2024-11-28,6,19,N,label-line-3,normal,smooth
PRD-00231,SHP-202411-04,3,지퍼단추사,W2MTC08RD,여름,여성,면,티셔츠,레드,35593,2024-10-25,2024-11-03,2024-11-28,9,25,N,zipper-line-4,normal,smooth
PRD-00232,SHP-202412-01,1,옷감사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,43338,2024-11-05,2024-11-16,2024-12-08,11,22,N,fabric-line-5,normal,smooth
PRD-00233,SHP-202412-01,2,케어라벨사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,43338,2024-11-05,2024-11-10,2024-12-08,5,28,N,label-line-6,normal,smooth
PRD-00234,SHP-202412-01,3,지퍼단추사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,43338,2024-11-09,2024-11-15,2024-12-08,6,23,N,zipper-line-1,normal,smooth
PRD-00235,SHP-202412-02,1,옷감사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,38161,2024-11-12,2024-11-23,2024-12-18,11,25,N,fabric-line-2,normal,smooth
PRD-00236,SHP-202412-02,2,케어라벨사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,38161,2024-11-23,2024-11-28,2024-12-18,5,20,N,label-line-3,normal,smooth
PRD-00237,SHP-202412-02,3,지퍼단추사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,38161,2024-11-11,2024-11-20,2024-12-18,9,28,N,zipper-line-4,normal,smooth
PRD-00238,SHP-202412-03,1,옷감사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,37944,2024-11-25,2024-12-09,2024-12-27,14,18,N,fabric-line-5,normal,smooth
PRD-00239,SHP-202412-03,2,케어라벨사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,37944,2024-11-24,2024-11-28,2024-12-27,4,29,N,label-line-6,normal,smooth
PRD-00240,SHP-202412-03,3,지퍼단추사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,37944,2024-11-25,2024-12-04,2024-12-27,9,23,N,zipper-line-1,normal,smooth
PRD-00241,SHP-202501-01,1,옷감사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,27235,2024-12-10,2024-12-24,2025-01-08,14,15,N,fabric-line-2,normal,supply_crack
PRD-00242,SHP-202501-01,2,케어라벨사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,27235,2024-12-24,2025-01-01,2025-01-08,8,7,N,label-line-3,normal,supply_crack
PRD-00243,SHP-202501-01,3,지퍼단추사,W2WTL06WH,봄,여성,리넨,티셔츠,화이트,27235,2024-12-21,2024-12-29,2025-01-08,8,10,N,zipper-line-4,normal,supply_crack
PRD-00244,SHP-202501-02,1,옷감사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,35903,2024-12-25,2025-01-08,2025-01-18,14,10,N,fabric-line-5,normal,supply_crack
PRD-00245,SHP-202501-02,2,케어라벨사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,35903,2025-01-03,2025-01-09,2025-01-18,6,9,N,label-line-6,normal,supply_crack
PRD-00246,SHP-202501-02,3,지퍼단추사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,35903,2024-12-24,2025-01-03,2025-01-18,10,15,N,zipper-line-1,normal,supply_crack
PRD-00247,SHP-202501-03,1,옷감사,W2WPM10GY,겨울,여성,울,코트,그레이,30726,2024-12-31,2025-01-15,2025-01-27,15,12,N,fabric-line-2,normal,supply_crack
PRD-00248,SHP-202501-03,2,케어라벨사,W2WPM10GY,겨울,여성,울,코트,그레이,30726,2025-01-13,2025-01-19,2025-01-27,6,8,N,label-line-3,normal,supply_crack
PRD-00249,SHP-202501-03,3,지퍼단추사,W2WPM10GY,겨울,여성,울,코트,그레이,30726,2025-01-10,2025-01-20,2025-01-27,10,7,N,zipper-line-4,normal,supply_crack
PRD-00250,SHP-202502-01,1,옷감사,W2WTO11BK,가을,여성,트윌,아우터,블랙,33359,2025-01-12,2025-01-25,2025-02-07,13,13,N,fabric-line-5,normal,supply_crack
PRD-00251,SHP-202502-01,2,케어라벨사,W2WTO11BK,가을,여성,트윌,아우터,블랙,33359,2025-01-18,2025-01-26,2025-02-07,8,12,N,label-line-6,normal,supply_crack
PRD-00252,SHP-202502-01,3,지퍼단추사,W2WTO11BK,가을,여성,트윌,아우터,블랙,33359,2025-01-13,2025-01-22,2025-02-07,9,16,N,zipper-line-1,normal,supply_crack
PRD-00253,SHP-202502-02,1,옷감사,W2MTC08RD,여름,여성,면,티셔츠,레드,33690,2025-01-21,2025-02-05,2025-02-15,15,10,N,fabric-line-2,normal,supply_crack
PRD-00254,SHP-202502-02,2,케어라벨사,W2MTC08RD,여름,여성,면,티셔츠,레드,33690,2025-01-26,2025-02-04,2025-02-15,9,11,N,label-line-3,normal,supply_crack
PRD-00255,SHP-202502-02,3,지퍼단추사,W2MTC08RD,여름,여성,면,티셔츠,레드,33690,2025-01-27,2025-02-04,2025-02-15,8,11,N,zipper-line-4,normal,supply_crack
PRD-00256,SHP-202502-03,1,옷감사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,27018,2025-01-25,2025-02-10,2025-02-23,16,13,N,fabric-line-5,normal,supply_crack
PRD-00257,SHP-202502-03,2,케어라벨사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,27018,2025-02-04,2025-02-12,2025-02-23,8,11,N,label-line-6,normal,supply_crack
PRD-00258,SHP-202502-03,3,지퍼단추사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,27018,2025-01-31,2025-02-10,2025-02-23,10,13,N,zipper-line-1,normal,supply_crack
PRD-00259,SHP-202502-04,1,옷감사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,27143,2025-01-31,2025-02-15,2025-02-28,15,13,N,fabric-line-2,normal,supply_crack
PRD-00260,SHP-202502-04,2,케어라벨사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,27143,2025-02-12,2025-02-19,2025-02-28,7,9,N,label-line-3,normal,supply_crack
PRD-00261,SHP-202502-04,3,지퍼단추사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,27143,2025-02-09,2025-02-17,2025-02-28,8,11,N,zipper-line-4,normal,supply_crack
PRD-00262,SHP-202503-01,1,옷감사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,36389,2025-02-06,2025-02-20,2025-03-08,14,16,N,fabric-line-5,normal,supply_crack
PRD-00263,SHP-202503-01,2,케어라벨사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,36389,2025-02-13,2025-02-22,2025-03-08,9,14,N,label-line-6,normal,supply_crack
PRD-00264,SHP-202503-01,3,지퍼단추사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,36389,2025-02-16,2025-02-26,2025-03-08,10,10,N,zipper-line-1,normal,supply_crack
PRD-00265,SHP-202503-02,1,옷감사,W2WPM10GY,겨울,여성,울,코트,그레이,36097,2025-02-23,2025-03-08,2025-03-18,13,10,N,fabric-line-2,normal,supply_crack
PRD-00266,SHP-202503-02,2,케어라벨사,W2WPM10GY,겨울,여성,울,코트,그레이,36097,2025-02-24,2025-03-02,2025-03-18,6,16,N,label-line-3,normal,supply_crack
PRD-00267,SHP-202503-02,3,지퍼단추사,W2WPM10GY,겨울,여성,울,코트,그레이,36097,2025-02-25,2025-03-05,2025-03-18,8,13,N,zipper-line-4,normal,supply_crack
PRD-00268,SHP-202503-03,1,옷감사,W3MJW01NV,겨울,남성,울,재킷,네이비,38369,2025-03-02,2025-03-16,2025-03-27,14,11,N,fabric-line-5,normal,supply_crack
PRD-00269,SHP-202503-03,2,케어라벨사,W3MJW01NV,겨울,남성,울,재킷,네이비,38369,2025-03-08,2025-03-16,2025-03-27,8,11,N,label-line-6,normal,supply_crack
PRD-00270,SHP-202503-03,3,지퍼단추사,W3MJW01NV,겨울,남성,울,재킷,네이비,38369,2025-03-02,2025-03-11,2025-03-27,9,16,N,zipper-line-1,normal,supply_crack
PRD-00271,SHP-202504-01,1,옷감사,W2MTC08RD,여름,여성,면,티셔츠,레드,33733,2025-03-14,2025-03-29,2025-04-08,15,10,N,fabric-line-2,normal,supply_crack
PRD-00272,SHP-202504-01,2,케어라벨사,W2MTC08RD,여름,여성,면,티셔츠,레드,33733,2025-03-22,2025-03-28,2025-04-08,6,11,N,label-line-3,normal,supply_crack
PRD-00273,SHP-202504-01,3,지퍼단추사,W2MTC08RD,여름,여성,면,티셔츠,레드,33733,2025-03-20,2025-03-28,2025-04-08,8,11,N,zipper-line-4,normal,supply_crack
PRD-00274,SHP-202504-02,1,옷감사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,36190,2025-03-27,2025-04-11,2025-04-18,15,7,N,fabric-line-5,normal,supply_crack
PRD-00275,SHP-202504-02,2,케어라벨사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,36190,2025-04-02,2025-04-08,2025-04-18,6,10,N,label-line-6,normal,supply_crack
PRD-00276,SHP-202504-02,3,지퍼단추사,W2WPL07BE,여름,여성,폴리에스터,팬츠,베이지,36190,2025-03-31,2025-04-08,2025-04-18,8,10,N,zipper-line-1,normal,supply_crack
PRD-00277,SHP-202504-03,1,옷감사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,35651,2025-04-05,2025-04-20,2025-04-27,15,7,N,fabric-line-2,normal,supply_crack
PRD-00278,SHP-202504-03,2,케어라벨사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,35651,2025-04-11,2025-04-19,2025-04-27,8,8,N,label-line-3,normal,supply_crack
PRD-00279,SHP-202504-03,3,지퍼단추사,W1MTP05BE,봄,남성,폴리에스터,티셔츠,베이지,35651,2025-04-02,2025-04-11,2025-04-27,9,16,N,zipper-line-4,normal,supply_crack
PRD-00280,SHP-202505-01,1,옷감사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,43556,2025-04-09,2025-04-22,2025-05-07,13,15,N,fabric-line-5,normal,supply_crack
PRD-00281,SHP-202505-01,2,케어라벨사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,43556,2025-04-18,2025-04-24,2025-05-07,6,13,N,label-line-6,normal,supply_crack
PRD-00282,SHP-202505-01,3,지퍼단추사,W2MPL09NV,가을,남성,폴리에스터,팬츠,네이비,43556,2025-04-15,2025-04-25,2025-05-07,10,12,N,zipper-line-1,normal,supply_crack
